Format Version,1.24,Take Name,412_V1_3,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-04-12 10.46.18.461 AM,Capture Start Frame,606541,Total Frames in Take,1201,Total Exported Frames,1201,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,V1Glider,V1Glider,V1Glider,V1Glider,V1Glider,V1Glider,V1Glider:Marker 001,V1Glider:Marker 001,V1Glider:Marker 001,V1Glider:Marker 002,V1Glider:Marker 002,V1Glider:Marker 002,V1Glider:Marker 003,V1Glider:Marker 003,V1Glider:Marker 003,V1Glider:Marker 004,V1Glider:Marker 004,V1Glider:Marker 004,V1Glider:Marker 005,V1Glider:Marker 005,V1Glider:Marker 005,V1Glider:Marker 006,V1Glider:Marker 006,V1Glider:Marker 006,V1Glider:Marker 007,V1Glider:Marker 007,V1Glider:Marker 007
,ID,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,"486DC6E7F91011EEBD9122A53CA86B8A","486DC6E7F91011EEBD9122A53CA86B8A","486DC6E7F91011EEBD9122A53CA86B8A","486DC6E5F91011EEBD9122A53CA86B8A","486DC6E5F91011EEBD9122A53CA86B8A","486DC6E5F91011EEBD9122A53CA86B8A","486DC6E6F91011EEBD9122A53CA86B8A","486DC6E6F91011EEBD9122A53CA86B8A","486DC6E6F91011EEBD9122A53CA86B8A","486DC6EAF91011EEBD9122A53CA86B8A","486DC6EAF91011EEBD9122A53CA86B8A","486DC6EAF91011EEBD9122A53CA86B8A","486DC6EBF91011EEBD9122A53CA86B8A","486DC6EBF91011EEBD9122A53CA86B8A","486DC6EBF91011EEBD9122A53CA86B8A","486DC6E8F91011EEBD9122A53CA86B8A","486DC6E8F91011EEBD9122A53CA86B8A","486DC6E8F91011EEBD9122A53CA86B8A","486DC6E9F91011EEBD9122A53CA86B8A","486DC6E9F91011EEBD9122A53CA86B8A","486DC6E9F91011EEBD9122A53CA86B8A"
,,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
1,0.004167,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
2,0.008333,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
3,0.012500,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
4,0.016667,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
5,0.020833,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
6,0.025000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
7,0.029167,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
8,0.033333,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
9,0.037500,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
10,0.041667,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
11,0.045833,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
12,0.050000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
13,0.054167,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
14,0.058333,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
15,0.062500,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
16,0.066667,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
17,0.070833,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
18,0.075000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
19,0.079167,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
20,0.083333,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
21,0.087500,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
22,0.091667,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
