Format Version,1.24,Take Name,412_V1_2,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-04-12 10.32.21.009 AM,Capture Start Frame,405554,Total Frames in Take,1201,Total Exported Frames,1201,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,V1Glider,V1Glider,V1Glider,V1Glider,V1Glider,V1Glider,V1Glider:Marker 001,V1Glider:Marker 001,V1Glider:Marker 001,V1Glider:Marker 002,V1Glider:Marker 002,V1Glider:Marker 002,V1Glider:Marker 003,V1Glider:Marker 003,V1Glider:Marker 003,V1Glider:Marker 004,V1Glider:Marker 004,V1Glider:Marker 004,V1Glider:Marker 005,V1Glider:Marker 005,V1Glider:Marker 005,V1Glider:Marker 006,V1Glider:Marker 006,V1Glider:Marker 006,V1Glider:Marker 007,V1Glider:Marker 007,V1Glider:Marker 007
,ID,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,55454C38F84F11EEBD9122A53CA86A8A,"486DC6B4F91011EEBD9122A53CA86B8A","486DC6B4F91011EEBD9122A53CA86B8A","486DC6B4F91011EEBD9122A53CA86B8A","486DC6B2F91011EEBD9122A53CA86B8A","486DC6B2F91011EEBD9122A53CA86B8A","486DC6B2F91011EEBD9122A53CA86B8A","486DC6B3F91011EEBD9122A53CA86B8A","486DC6B3F91011EEBD9122A53CA86B8A","486DC6B3F91011EEBD9122A53CA86B8A","486DC6B7F91011EEBD9122A53CA86B8A","486DC6B7F91011EEBD9122A53CA86B8A","486DC6B7F91011EEBD9122A53CA86B8A","486DC6B8F91011EEBD9122A53CA86B8A","486DC6B8F91011EEBD9122A53CA86B8A","486DC6B8F91011EEBD9122A53CA86B8A","486DC6B5F91011EEBD9122A53CA86B8A","486DC6B5F91011EEBD9122A53CA86B8A","486DC6B5F91011EEBD9122A53CA86B8A","486DC6B6F91011EEBD9122A53CA86B8A","486DC6B6F91011EEBD9122A53CA86B8A","486DC6B6F91011EEBD9122A53CA86B8A"
,,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
1,0.004167,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
2,0.008333,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
3,0.012500,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
4,0.016667,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
5,0.020833,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,
